product_title,star_rating,verified_purchase,review_headline,review_body,review_date
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Excellent,This water filter is excellent and at a fraction of the price!  It was delivered on time!,4/6/15
"GE Profile PEM31DFBB 24"" 1.1 cu. ft. Capacity counter top Microwave Oven in Black",5,Y,Five Stars,"great job,,it looks very good.,it works very good",4/6/15
GE PFE28RSHSS Profile 27.7 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,5,Y,GE REFRIGERATOR,"I just love this refrigerator<br />All those people who said this unit was noisy, I don't get it. Mine is quiet, can hardly hear it run. And yes I have excellent hearing.<br />Has great features, love the auto fill.",4/5/15
"GE JVM3162DJBB Over-The-Range Microwave Oven, 950W, 1.5 cu. ft., Black",4,Y,Four Stars,it works easy to install. came on-time,4/5/15
"GE PHP900DMBB Profile 30"" Black Electric Induction Cooktop",3,Y,Clear Design Flaws,"So far we like the technology but there is one very clear design flaw.  The burner circles are hard to see and you get errors if the pot isn't on the burner.  Several other people pointed this out and I thought it would be OK.  It is not.  This is clearly a design flaw that should have been fixed long before now.  Unless you have under counter lights that you will keep on to cook, then prepare to put a flashlight near the stove top.  Obviously the engineers who designed the top never used it.",4/5/15
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,Five Stars,Works as advertised!!,4/5/15
GE PFE29PSDSS Profile 28.6 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,4,Y,Interior needs a design tweak.,"Have heard a lot of noise issues and yes if you are in a quite neighborhood you sure will hear a whining sound of the cooling fan which does go off when the door is opened. other wise a very nice looking fridge and great price at the time I bought i.e. Nov 2014.( now I believe all competitors have the price reduced).<br />Pros-Great LED lights and the slide show is a hit with kids.<br />Pretty effective cooling,<br />Nice finishes probably the best in class.<br />Cons- The steel finish needs constant maint.<br />The water filler sensor needs a hard push- should be soft-touch. You cannot use a light plastic container to fill doesn't press hard enough.<br />The retractable shelf for eggs need to be actually height adjustable.<br />The cantilever glass shelves are a bit risky when u load heavier food items.<br />Thin shelf in front of the ice maker needs to be 1/4 inch wider to accommodate most bottle storage.",4/4/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Excellent customer service with the Waterfall,"So far the filter is performing as expected. The stream is much stronger than the old filter. Excellent customer service with the Waterfall. I'm confident if I do have an issue, they will resolve quickly. I will purchase again.",4/4/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Good value product,"This product is good value, easy to use and arrived promptly. I'll definitely repurchase one when this one wears out.",4/4/15
"GE PGP989DNBB Profile 30"" Black Gas Sealed Burner Cooktop - Downdraft",4,Y,"So far, so good.","I was a bit nervous to order this.  I've had some bad luck with GE appliances and mostly use<br />Whirlpool and Kenmore now.  But my wife and I wanted a black downdraft 30&#34; gas cooktop and options were limited.<br />So far, we very happy with it.  It does show spots (just like a black car), but it can be cleaned up or you can just<br />ignore the spots (like I try to.)<br /><br />My only real complaint is how the downdraft connects.  It's a 3.25&#34; x 10&#34; rectangle that you can adapt to a 6&#34; pipe,<br />but I didn't have enough room to do this easily for my install.  Ended up needing quite a bit of flex pipe to loop around<br />an connect.  When the downdraft fan is turned on to the max, it does mess with the flame, but on low,<br />it did a good job of venting the bacon smell to the outside.  Normally, we don't use the downdraft since<br />we mostly cook eggs, beans, veggies, etc.<br /><br />We've had it installed for about 3 weeks now and so far, it lights nicely.",4/4/15
"GE CS980STSS Cafe 30"" Stainless Steel Electric Smoothtop Range - Convection",5,Y,over cooks quicker than our old oven which was a good,"stove top elements heat up fast, over cooks quicker than our old oven which was a good oven",4/4/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,The only thing is the water has a bit of a funny taste since I I installed it,This item came promptly and fit just as the original GE version does.  The only thing is the water has a bit of a funny taste since I I installed it.  I ran quite a bit of water through it and it does seem to be dissipating.,4/4/15
"GE PP989SNSS Profile 30"" Stainless Steel Electric Smoothtop Cooktop - Downdraft",4,Y,Cooktop complements other appliances,"I am writing this review six months after the appliance was installed to allow enough time to give it an honest evaluation. The pictures were also taken after six months.<br /><br />Lets face it, there aren't many 30&#34; electric downdraft cooktops to compare and choose from out there so just like me, you're gathering information with the hope of not making a bad decision by listening to what other buyers have to say about it. I for one, am satisfied with my decision to purchase the GE cooktop for it looks and operates as advertised and even complements the other new appliances of my recent kitchen remodel job. Yes, just like many others have said in their own reviews, the cooktop surface is a challenge to keep clean but that's just the nature of this kind of smooth glass-like material.  Like most anything else, you just get used to the routine of keeping the surface shiny and clean. It's a good unit, fair and simple.",4/4/15
"GE CDT725SSFSS Cafe 24"" Stainless Steel Fully Integrated Dishwasher - Energy Star",5,Y,Five Stars,"super quiet, cleans dishes very good",4/4/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Very Happy to find,works just like the more expensive GE one,4/3/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,First time buyer :),"Really good product ,easy installation and so far so good and the best price ... I just to buy bran but the economy won't let me know so I take a look of this item and after I read all reviews about I decided gave them a chance and I am happy with it ... Fast shipping and really good water taste you can't tell the difference between brands :)",4/3/15
Genuine Viking Pc020007 Hinge Assy (No Color),2,Y,So I wasted $100 for nothing,"Springs way too tight.  I tried to pull the door off to potentially adjust and both open locking pins severed off as I was pulling the door off and hinges snapped back, i.e., they didn't stay in place or work. So I wasted $100 for nothing.  Ben",4/3/15
GE Refrigerator Slate Grey Touch-Up Jar,2,Y,Two Stars,The color matched but the texture did not.,4/3/15
GE Refrigerator Replacement Water Filter MWF GWF GWFA GWF01 GWF06 MWFA,5,Y,Five Stars,Easy to install...water tastes good again.  The first one lasted many years beyond what they said.,4/3/15
GE Profile PDWT500VWW,1,Y,"Poor quality, broken after two years.","This product is of low quality and service is abysmal.  Although I purchased the extended warranty and have had the dishwasher only two years, it is broken and unusable.  The warranty company refuses to repair it, offering less than half of what I originally paid.  Unfortunately, I can't recommend this or any other GM product again, ever.",4/3/15
"GE GSM2200VBB 24"" Spacemaker Series Built In Full Console Dishwasher with 5 Wash Cycles, in Black",4,Y,Special design dishwasher for under a sink,"The dishwasher works fine.<br />Because it is a special design to fit under a sink, it is a bit pricey.<br />You also need to know that if you are installing it yourself, you will need to provide your own cord and cap as well as fittings for the water line as well as the water line. The drain hose is also a different size than the old GE unit I had. As long as you have a hardware store close by or the components off of your old unit, you will be fine.",4/3/15
"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop",3,Y,This unit is beautiful and wonderful to cook on. 2 knobs broke in the first year.,UPDATE: Still love the stove but 2 of the knobs broke off in the first 9 months. GE did replace them for free but the new ones are identical and will likely break as well.  They're cheap plastic under the metal finish. Surprised that more people dont have issue with them. knocking this review back to 3 stars.   This unit is beautiful and wonderful to cook on. It produces tons of heat and boils large pots of water in a hurry. I can't see how people are complaining about the grates being too high??? I cook most dishes on level 3-5 on the medium burner and it'll sear stakes just fine on level 8. We love it.,4/2/15
"GE MWF, GWF, GWFA, MWFA, HWFA, HWF Compatible Filter, KleenWater Replacement for General Electric Refrigerator Water Filters",3,Y,Eventually like 5 days later it normalized,"At first the pressure of the water coming out was too much. Eventually like 5 days later it normalized. The taste it's not the same as the original, but it's all righ . As long as it doesn't taste like tap water, I'm fine.",4/2/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great deal!,Was very easy to install and is working perfectly!,4/2/15
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,The kit provides the evaporator screen and holder plus other ...,"The kit provides the evaporator screen and holder plus other accessories. I installed the screen and holder without difficulty, correcting the problem that I had, namely replacing a badly deteriorated screen (about 10 years old!). The system has appeared to function well since installation about a month ago.",4/1/15
GE - Hotpoint 1.5 Cu. Ft. Over-the-Range Microwave - Black,5,Y,Great Customer Service from NRO,"Very Quiet. This model exhausts on the top rather than the front eliminating the front grill which gives it a sleek, clean apperience. Nice features. This supplier, NRO has exceptional customer service. UPS damaged the first shipment. NRO had a new one at my front door in two days and UPS picked up the damaged one within the week all with one email to NRO.",4/1/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,I'd buy again.,"Cheaper alternative to GE's brand and it works really well. We've noticed that the water pressure is much better than before....we must have needed this replacement! Something to note: the label on it is quite large, but once installed it faces the back of the fridge and is unnoticed. Prime shipping got it here in two days and packaging was great. We've only had it installed for a week, so we cannot speak to its long term success.",4/1/15
"GE Profile PHS920SFSS 30"" Profile Series Slide-in Electric Range with Smoothtop Cooktop, in Stainless Steel",5,Y,Induction stove,"great induction stove. had to buy all new pots, however but worth it. wife loves it.",4/1/15
GE PSA9120SFSS Profile Advantium 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection,5,Y,Adventium rocks,wife loves versatility of this Adventium. use it almost more than the induction stove.,4/1/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,works as it should and very easy to install.,4/1/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Exact fit for GE MWF,"Shipped on time as promised. No issues on installation. No perceptible change in quality from the GE brand. This is made in China, but even the GE brand notes &#34;Made in USA with Globally Sourced Components&#34;.  Odds are good that means the GE brand is also 'Made in China or SE Asia'.",3/31/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Fits perfectly and works fine.,3/31/15
"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop",4,Y,"Looks great, easy to install","Looks great, easy to install. One star off because it takes a long time for griddle to heat up and it doesn't get as hot as I would want. I would buy it again as it is great having 5 burners.",3/31/15
GE PSCF3RGXBB Profile 23.3 Cu. Ft. Black Counter Depth Side-By-Side Refrigerator,4,Y,We LOVE this fridge,"We LOVE this fridge. we were originally apprehensive about ordering it online, but in the end, it was worth it. We ordered it from Gochnauer's Home Appliance Center as the seller. I researched them, and found they have a big presence online, and was able to call their online division and ask some questions. The delivery took a little bit, due to ordering it in the winter, and getting hit with two massive storms that shut the highways down, but they got it here, and it was every bit as new as stated. The Delivery guys even moved it into the house and set it in place for us, which was a nice touch. We did not pay extra for the white glove service.<br /><br />The Fridge is excellent. The reduced depth of the counter-depth was exactly what we were looking for. Our fridge is located next to a doorway, and the main cooking area was on the other side. Because of this, the 3 extra inched our old fridge stuck out was very noticeable. Space wise, the fridge is very efficient. we went from a 32&#34; wide whirlpool regular depth, to the 36&#34; counter depth GE, and we actually gained space inside.<br /><br />My only complaint is that the fridge is NOT energy star compliant, although it is close. It also is a little loud at times, particularly when the ice maker is filling, and occasionally when the compressor kicks on.<br /><br />Overall we are very glad we purchased it and probably would consider another GE again.",3/31/15
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Five Stars,"Good price and you get the replacement frame, tube, etc.",3/31/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Good buy!,These filters are a great alternative to the more expensive name brand.,3/31/15
"GE Microwave Glass Turntable Plate / Tray 12 1/2 "" WB49X10139",5,Y,Five Stars,Does the job!,3/31/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,2,Y,Not OEM quality,Not as good as original OEM. My water now has a metallic taste. Even after several weeks in service.,3/31/15
GE Clothes Washer / Washing Machine Water Valve WH13X10025,5,Y,Five Stars,excellent product. intalled arround 4years ago and still working.,3/30/15
"GE Profile PEM31DFBB 24"" 1.1 cu. ft. Capacity counter top Microwave Oven in Black",4,Y,Does the job,"We bought this microwave to replace the GE Spacemaker II we had for 16 years.  Because we had a built in spot for it under a cabinet we needed the dimensions to be the same as the Spacemaker.  The GE Profile fits perfectly in the space with just the bottom molding needing trimming.  The old mounting hardware was off a bit so instead of adjusting it we bought new metal brackets, drilled holes into them and mounted with new screws (10/32) and it worked great.  As for the microwave itself, it performs well and is much quieter than our old microwave.  The only negative is the flimsy door.  I would have bought a less expensive microwave if I wasn't constrained by the dimensions but this one does the job.",3/30/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,This filter is easy to install and works great,This filter is easy to install and works great. Received filter earlier than expected. I will deal with this company again!,3/30/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Easy install,No problem installing in our new GE refrigerator.  Works great.,3/30/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Nothing beats this real thing!,I tried a no name brand when this was not listed as prime shipping and am returning same.  Nothing beats the real thing like this is!  perfect for filtering water and lasts for months!,3/30/15
"General Electric GENERAL ELECTRIC WB31X5013 SMALL 6"" CHROME TRIM RING",5,Y,Five Stars,"great, no problems",3/30/15
"GE GDT580SMFES 24"" Slate Fully Integrated Dishwasher - Energy Star",5,Y,Don't buy another cheap dishwasher!  A good one is worth every penny!,"I have to start by saying that we bought this because it matches the refrigerator and ended up getting the mid-level slate washer because the handle matches our fridge and for a couple hundred more you get the stainless steel case.<br /><br />We have only had it for a few weeks now, but boy do our dishes look so much clearer and cleaner.  I read some reviews that mentioned that it was difficult to hook up, but it was the same as any dishwasher I have ever installed.  The only thing we needed was a hose adapter 90 degree elbow to install it and some wire nuts.  You can buy a dishwasher install kit at Lowes or any other home improvement store that will include what you need.<br /><br />The only thing that surprised me is how long the cycle takes.  Almost a couple hours for the regular cycle.  However, we run it at night and don't do more than one load per day so, no worries.  In the past, I have bought a few cheap dishwashers and I am very happy that I didn't do it again.  Think about it, this thing affects every meal and drink you have at your house.  Spend some money on a good one so you don't waste your time and money washing dishes twice, or getting sick from the residue the washer leaves behind.<br /><br />Not only does it clean the dishes very well, but the door springs work well, it makes almost no noise when running and the silverware basket comes out and goes back in easily which is nice.  My old dishwashers made it difficult for whatever reason.<br /><br />We are now only using the 3 in one cascade packets and it is much easier and again, the dishes look amazing.  Even my 8 year old daughter mentioned how much cleaner our cups look after just two times through the wash.  I definitely recommend this washer, it has been wonderful so far.  Also, it shipped quickly and came in perfect condition.",3/30/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"Great price, works well.",3/30/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Four Stars,As advertised,3/29/15
"Genuine Aprilaire Humidifier Maintenance Kit 4839 - For Models 600, 600A, and 600M",5,Y,Five Stars,I had no prpblems it worked good,3/29/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Four Stars,Received my filter works great,3/29/15
"GE CGP350SETSS Cafe 30"" Stainless Steel Gas Sealed Burner Cooktop",5,Y,It has not disappointed! It heats things quickly,"We just redesigned our kitchen and I did a ton of cooktop research and became quickly obsessed with this model.  It has not disappointed!  It heats things quickly, cooks evenly and is easy to clean.  The one tiny thing that drives me crazy is that the raught iron grills are rough and if you wipe them with anything other than lint-free material, they end up covered with fuzz or paper residue (if you use a paper towel).  Other than that I LOVE it!",3/29/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Perfect replacement,"This filters appears to be a perfect replacement for less money.  The water tastes perfect, the filter fit perfect, and I saved money.  Can't beat that!",3/29/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great filter at an even better price,Great filter at an even better price!!!  Beats paying GE prices for the same exact thing.  Fresh clean tasting water from the fridge!,3/28/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,3,Y,Three Stars,After a monthI need to change it again. water has a chlorine taste.,3/28/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,"great, nice follow-up from the company- and better price ...","Shipped fast, installed fast, works, great, nice follow-up from the company- and better price than GE",3/28/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,2,Y,Not the best for GE MWF replacement,"This is unusually hard to install on GE MWF (it has a much thicker ring and it barely works).  Also, it has no rubber gasket, which doesn't seem to cause leakage, but this filter makes the water run way, way more slowly than before.",3/28/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,great!,You would never know the difference between this and the name brand - perfect!,3/28/15
GE Part Number WB36X10176 LAMP 12V 20W,1,Y,One Star,Was no the correct bulb despite being the part number specified,3/28/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Easy to install,"The filter came in just a couple days.  Easy to install.  Seems to be working just fine.  Saved me $'s vs buying GE product.  I have only had it installed for a few days, but water taste fine for now.",3/27/15
"GE Profile PEM31DFBB 24"" 1.1 cu. ft. Capacity counter top Microwave Oven in Black",5,Y,Great that Amazon is always here to help!,So terrific to have a microwave explode and be able to get the almost-same model from Amazon and have it installed within two days!,3/27/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"Great service, great product!",3/27/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,water taste great!,Improvement in water taste immediately!  Very easy to install! Will purchase again.,3/26/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,The filter was easy to install and is working perfectly. No complaints about it whatsoever!,3/26/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great product,It appears to be exactly like the OEM one I took out of the refrigerator for almost half the price.  I am pleased with the purchase and will buy this from now on.,3/26/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Fits as it should. Filters as it should.Price is better than the original.,Fits as it should. Filters as it should. Price is better than the original.,3/26/15
"GE PHP900DMBB Profile 30"" Black Electric Induction Cooktop",5,Y,Love my new cooktop!,Just had this installed a week ago and I love it!  Boils water in less than a minute! I cooked fresh Broccolli in about 6 minutes total....Don't know why I did not get one sooner!! Next best thing to cooking with GAS---way better than electric.  Easy cleanup!  Hope it lasts!,3/26/15
"GE P2B940SEHSS Profile 30"" Stainless Steel Dual Fuel Sealed Burner Range - Convection",1,Y,A headache,"My wife loves it, it will convert your temp when using convection but not the time,  we have found that the times are the same as standard baking because it will adjust the temp per recipe. One thing I could not find anywhere was the dimension of the griddle, the griddle is 8&#34;x13&#34; (cooking area) front end is 7&#34; wide and tapers back to the 8&#34;. The overall including the front handle is 20 1/2&#34; x 9&#34;. We're a family of 5 and it was large enough to do pancakes then eggs in time for our first meal on it.  Warming drawer was very handy keeping our pancakes and sausage warm while I finished the eggs. The brillion feature is really cool, you must turn on the feature before you leave for safety reasons and it can be accessed while your device is off your wifi. I must say it is very beautiful and complements our kitchen well. The oven has coated grates that are very slick so be careful when pulling out with a loaded dish. We're new to cooking with gas but it is not taking long to adjust.  follow up: I've had the product for a few months so I would lIke to share that I have had many problems with the unit.  The igniter on the front right burner keeps going out.  I've had the product worked on 4 times by GE and they still can't get it fixed.  Also don't read the reviews on GE website because they will only allow good reviews.  I posted that I was having problems with the unit and they would not post it. They said it did not meet their guild lines. I guess if it's not bragging on their product then they won't list it.",3/25/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Why Pay More?,"This is the second one of these I have purchased. Works exactly as the much higher priced OEM. Not much sense in paying $15 more for something that performs the same function. At the end of the day, this is simply a water filter. Water goes in, runs thru some filtering agent, and then comes out. Not rocket science. Will purchase again.",3/25/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Fit just like the original but was almost $11 dollars cheaper (than ...,"Product arrived, on time. Fit just like the original but was almost $11 dollars cheaper (than Wal-Mart). 5 star rating.",3/25/15
Genuine BOSCH Dishwasher Housing - Module 264946,3,Y,I'm not sure how to rate this. It is ...,I'm not sure how to rate this.  It is an OEM part and you do need it when yours breaks but the Bosch (Siemens made part) quality is highly suspect.  If you have this model of Bosch dishwasher as I have you will be replacing this part every 12 months.  The tabs become brittle and then break off.,3/25/15
GE Part Number WB36X10176 LAMP 12V 20W,1,Y,One Star,Wrong Item.,3/25/15
GE Part Number WB48X10056 Broiler Pan&Rack Large 12-3/4 x 16-1/2,5,Y,Impressed with Quality,"Granted, I only used this broiler pan once, but I simply needed to leave a review because I was honestly impressed with the quality of the pan. Being from Germany, I am quite a snob when it comes to the quality of manufactured items - because I am used to high quality craftsmanship. When I received this broiler pan, I was immediately impressed with it: it seems 'sturdy', yet light enough to make it easy to handle; the coating looks durable and uniformly well done (which leads me to believe that I won't have to expect any rust anytime soon!). I used it to broil steaks and was happy to find that the pan didn't need a lot of scrubbing - it was easy to clean. All in all, an amazing buy for this little money!",3/24/15
Genuine OEM FSP Whirlpool Kenmore Maytag Roper Estate Washing Machine Transmission Gearcase Part 389228,5,Y,Five Stars,Washer is running like it's brand new!!!!!,3/24/15
Genuine WHIRLPOOL AWZ110 AWZ121 AWZ129 AWZ135 AWZ210 Tumble Dryer DRUM BELT,5,Y,Five Stars,Perfect,3/24/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great Value,Arrived today.  Installed in a jiffy. Water ready to drink in no time.  Great value and alternative to the higher priced GE Brand.,3/24/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Arrived quickly. Fit fine,3/24/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Terrific Deal!,Simple instructions to install. Water and ice tastes great. Absolutely fantastic price! This is what I am buying from now on.,3/24/15
GE Part Number WR17X10745 GRILL RECESS BK,5,Y,... what happened to my original but this 1 works great.,I don't know what happened to my original but this 1 works great.,3/24/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,filter came clean and flows excellent. GE filters typically run black for the first ...,"filter came clean and flows excellent.GE filters typically run black for the first few cups, this one ran clean. I haven't performed the true test yet which is to freeze water and look at the precipitates.",3/24/15
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,4,Y,... diode kit is now installed and it is working fine. I did have to salvage the old thermostat ...,The GE magnetron and diode kit is now installed and it is working fine. I did have to salvage the old thermostat from the old magnetron because the prongs on the replacement thermostat were too big for the existing connection in the microwave. The thermostat came off and back on with just two screws.<br />I am very happy with the results. The Microwave has been re-installed and it is working fine.,3/24/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Was easy to install,I ordered this filter and it arrived the next day. The instructions were clear and it  .  Was easy to install.  The water tastes good.  I will definitely buy this product again.,3/23/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Love it and the fact that it saves me money over the GE filter!  And it really works!!!,3/23/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Perfect!,Great value! Works perfectly and easy to install!,3/23/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great cheap filter,Wow my water flow is like new again. Fits my ge fridge perfect.,3/23/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,4,Y,Four Stars,works great easy to install,3/23/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great filter and easy to install,"Easy to install, works perfectly for a much lower price than the name brand.  Will continue to buy these.",3/23/15
"General Electric PT970DRWW: GE Profile &amp;trade; Series 30"" Built-In Double Microwave/Convection Oven",5,Y,Good product so far.,"We have had this for approx. 4 months and it has worked well with only 1 exception. It had a loose convection fan which was replaced under warranty. However, since the fan's replacement there have been no issues. We are very happy with this product so far, but still need to wait and see how it holds up over the long term. If you wish to learn all of the features for this product you can go to the GE site and using the model number can bring up the owner's manual.",3/23/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,The water taste better than with the original GE filter,"The filter surpasses our expectations.  The water taste better than with the original GE filter.  I was skeptical of trying a different filter, however cost prervailed and will purchase again.",3/22/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Filter fits my GE fridge fine. Came quickly and easy to install.,3/22/15
GE MSWFDS Refrigerator Replacement Water Filter,2,Y,"SIR,, DID NOT FIT MY WATER FILTER, ...","SIR,,DID NOT FIT MY WATER FILTER,,",3/22/15
GE PVM9179SFSS Profile 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection,5,Y,A nice surprise! I haven't used the toaster oven since ...,The convection options out do our toaster oven. A nice surprise! I haven't used the toaster oven since I first tried that option. It does take a little time to get use to the controls. They are not bad just different. Overall we are very pleased. The $1250 Kitchenaid it replaced had more features but the browning and convection part was not as good as the GE and the microwave options were not $1250 better. Very good machine😍,3/22/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,AWESOME Filter!! Fixed slow pour from fridge!!,"Amazing!! I've used Exclusively the GE MFW Water filter in my GE Pro Stainless Steel fridge since it's birth 3yrs ago. Unfortunately, the water flow has slowly slowed to a crawl over the course of this last year. I decided I'd try a DIFFERENT Brand filter before I called in my home warranty and asked for replacement parts. Lo and Behold the Waterfall Filter Comp came to the rescue!! This filter works better than the last 2 O.E.M filters! My fridge pours water at its original rate, like Niagara Falls lol! I'll be buying THESE replacements from here on out!!",3/22/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Great Service,"Came in two days. Had a bit of a moment when the numbers didn't match but kept reading and it is a replacement for my number. Have not installed it yet, but wanted to have it ready when it was time.",3/22/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Same as original,"The filter was easy to replace and seems to work perfectly.  I was a bit skeptical of not buying the original GE version, but this was half the cost and seems to work perfectly.",3/22/15
GE PNM9196SFSS Profile 1.9 Cu. Ft. Stainless Steel Over-the-Range Microwave,2,Y,I order the product and recieved wrong microwave. After ...,"I order the product and recieved wrong microwave. After unknowing it was not what I ordered, I had it installed. It didn't fit space and amazone would not reimburse me for installation .Now I have microwave that was sent in error in my house and it does not fit the space in cabinet.",3/22/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Easy to insert!,3/22/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,"works as described, arrived on time fit perfectly",3/22/15
GE Microwave Oven Magnetron and Diode Kit OM75P (10) Part # WB27X10017,5,Y,Five Stars,Everything as expected. Installed the magnetron and diode by following videos on YouTube and everything is now working again.,3/22/15
GE Part Number WB06T10012 GUIDE ROLLER ASS'Y,5,Y,Five Stars,Exactly what I needed. It was a simple fix.,3/21/15
GE MWF SmartWater Compatible Water Filter Cartridge - Refrigerator,5,Y,Five Stars,Works great at half the price of GE!,3/21/15
"GE JVM3160RFSS 30"" Over-the-Range Microwave Oven in Stainless Steel",5,Y,& I love it. It's hard to install if you do ...,"I've had this microwave for a month now, & I love it. It's hard to install if you do not already have a bracket above your oven though",3/21/15
"GE Profile PVM9195SFSS 30"" 1.9 Cu. Ft. Capacity, 1000 Watt Over The Range Microwave Oven",5,Y,love,love- couldn't be happier,3/21/15
